asin,rating,reviews,stopwords,punctuation,hastags,numerics,upper,word_count,char_count,avg_word,Good_reviews,polarity,subjectivity
B07WKW7847,5.0,tolles geschenk zum 6 geburtstag sehr umfassender inhalt sowie zusätzlicher aufbewahrungsbeuteltoll auch die nicht magnetischen buchstaben und zahlen die sich den viereckigen magnetischen elementen einrasten lassen mit dabei auch ein grundgerüst zum bau eines riesenrades und die rädersätzedie magnetischen bauelemente halten gut zusammen wobei man bedenken muss das natürlich die hochkant zusammengefügten teile etwas geringe zusammenhalten als flach zusammengefügte kinder wie erwachsene haben ihren spaß und die fantasie wird sehr angeregtsehr umfassendes sortiment,29,11,0,0,0,73,568,6.8,1.0,0.0,0.0
B07WKW7847,5.0,mein kind liebt das magnetspielzeug und holt es fast täglich aus seiner spielzeugkiste selbst die großen geschwister haben spaß diesem tollen konstruktionsspielzeugtolles spielzeug,10,2,0,0,0,23,180,6.9,1.0,0.4,0.75
B07WKW7847,5.0,kauf zur erweiterungschönes spielzeug,1,0,0,0,0,4,37,8.5,1.0,0.0,0.0
B07WKW7847,5.0,kreatives spielzeug ab 3 jahrenvielseitige möglichkeiten,0,0,0,1,0,6,56,8.5,1.0,0.0,0.0
B07WKW7847,5.0,habe es für meine 3 enkelsöhne gekauft und es ist super angenommen wordenhabe nochmal teile dazugekauft damit alle genug haben sehr kreativ und auch lustig für uns erwachseneist nicht ganz einfach die figuren nach zumachenaber die kinder lassen ihrer phantasie freien lauftolles spiel,20,4,0,1,0,43,284,5.6,1.0,0.33,0.67
B07WKW7847,5.0,unsere kleinen lieben diese magnete gute haftbarkeit schöne farbenperfekt für kleine häuslebauer,3,3,0,0,0,12,96,7.1,1.0,0.0,0.0
B07WKW7847,4.0,super zu weihnachtenalles io und kindgerecht,2,2,0,0,0,6,44,6.5,1.0,0.33,0.67
B07WKW7847,4.0,unser kinder sind sehr zufrieden und die vielseitigkeit ist echt topwas ein bisschen störend ist ist das gestell für das bauen eines riesenrad usw da ist die qualität nicht toll da bei uns leider schon ein befestigungs klicker abgebrochen istaber auf alle fälle eine kaufempfehlung wertfast optimal,24,7,0,0,0,47,298,5.4,1.0,0.0,0.0
B07WKW7847,5.0,das ist schon unser 2tes set einfach hammer für die kinder spielen stundenlang damitsuper kreatives spielzeug,5,3,0,0,0,16,109,5.9,1.0,0.0,0.0
B07WKW7847,5.0,bei meinen enkelkindern ist es großartig angekommenklare kaufempfehlungcondis,4,2,0,0,0,8,77,8.7,1.0,0.0,0.0
B07WKW7847,3.0,tolles spielzeug aber 50 der teile sind plastik müllviel dabei nicht benötigt wird,5,1,0,0,0,13,82,5.4,0.0,0.0,0.0
B07WKW7847,3.0,farben sind schön magneten werde ich kleinen kinder nicht geben wie hersteller angibt ab 3 jahrenmachen keinen stabilen eindruck haben andere magneten die besser verschweißt sind kann auch 10 monate alte geschwister spielenviel zu viel plastikteile die keine magneten enthalten fotos anschauen und selbst entscheidennicht irretieren lassen daß sind keine 120 magneten,21,12,0,3,0,52,367,6.1,0.0,0.0,0.0
B07WKW7847,3.0,die magneten sind zuschawach halten nicht beim bauen langepreisleistung,3,3,0,0,0,9,71,7.0,0.0,0.0,0.0
B07WKW7847,3.0,leider fallen vereinzelt einige teile auseinanderdadurch fallen auch die magneten raus welche sehr klein und leicht zu verschlucken sindinsofern muss man beim spielen immer daneben sitzen und ein auge drauf habensuper für die kreativität,13,4,0,0,0,34,237,6.0,0.0,0.0,0.0
B07WKW7847,1.0,nach den vielen guten bewertungen entschied ich mich für den kauf dieser magnetischen bausteine da ich lehrerin einer ersten klasse bin empfinde ich dieses spielzeug ideal als pausenbeschäftigung doch nun zum produkt selbst mein set war nicht vollständig einige teile fehlten und es war definitiv nicht neu alles lag lieblos im karton und manche teile waren sogar klebrigverschmutzt der kundenservice der firma hat mir noch keine antwort geschickt aber für mich ist bereits jetzt klar dass ich dieses produkt nicht empfehlen kann lieber mehr geld ausgeben und beim original bleibengroße enttäuschung sowohl beim produkt als auch beim kundenservice,50,12,0,0,0,98,647,5.6,0.0,0.64,0.88
B07WKW7847,3.0,hat meiner kleinen nicht gefallen geht wieder zurücknicht toll,4,2,0,0,0,9,62,6.0,0.0,0.0,0.0
B07WKW7847,1.0,despite new package destroyedpackage destroyed,0,0,0,0,0,5,46,8.4,0.0,0.14,0.45
B07WKW7847,3.0,verry nice toy solid colorfull etcverry nice beautifull collors son loves,0,4,0,0,0,11,73,5.7,0.0,0.4,0.7
B07WKW7847,3.0,wir haben das set wieder zurückgeschickt weil es qualitativ doch nicht das original heranreicht nach dem auspacken fühlen sich die bausteine irgendwie staubig sie sehen etwas matt aus im vergleich zum hochpreisigen produkt einem baustein war ein haar zur hälfte mit eingeschweißt ob man das ganze zubehör wirklich braucht kann ich nicht beurteilen wir bleiben beim originalgibt bessere,30,8,0,0,0,58,385,5.7,0.0,0.38,0.75
B07WKW7847,3.0,sich coole idee allerdings sind die magnete nicht ganz stark sodass es relativ schnell abfällt wenn man gebaut hat zb ein autoanbei ist ein heft mit vorschlägen und ideen zum gestaltenverbesserungswürdig,14,8,0,0,0,31,203,5.6,0.0,-0.2,0.6
B07JKB2H59,5.0,den klassiker uno kennt wohl jeder aber hier kann sich mit einer gelegten karte alles drehen im wahrsten sinne des wortes denn die karten werden umgedreht es gibt neue strafen und vorteile im vergleich zum herkömmlichen uno spiel bei uns wird es von erwachsenen und kindern sehr gerne gespielt die runden sind auch etwas länger als beim normalen uno ich durchaus positiv finde nur die pappschachtel ist absoluter schrott nachdem das kind einmal etwas ungeduldig versucht hatte die karten raus zu holen war bei uns die schachtel hinüberuno mit neuem schwung,45,13,0,0,3,91,556,5.1,1.0,0.6,0.9
B07JKB2H59,5.0,das normale uno mochte ich eigentlich gar nicht über freunde bin ich uno flip gekommen und mag es wirklich sehres ist simpel und dennoch darf man etwas weiter mitdenken das unvorhersehbare flip karte macht es zu einer spannenden und lustigen rundeuno mochte ich eigentlich nicht,20,6,0,0,3,45,278,5.2,1.0,0.0,0.0
B07JKB2H59,5.0,macht einfach unglaublich spaß haben mittlerweile mehrere flipspiele kann man einfach größerer runde oder mal mit mehr karten spielen für den einfachen spaßigen und vor allem medienfreien familiennachmittagabend gern und jederzeit zu empfehlenkleine anmerkung eine feste kartentasche für den sicheren transportverbleib der karten ist auf dauer anzuraten ein klassiker mit frischer moderner note,20,15,0,0,0,53,394,6.5,1.0,0.0,0.0
B07JKB2H59,5.0,wir haben uns dieses spiel für unseren urlaub gekauft die kids haben das spiel im jugendtreff kennengelernt und waren total begeistertes ist praktisch und klein und passt einfach die handtasche oder handgepäckdie regeln sind ganz einfach und man hat es nach 23 runden schon gleich drauf und fängt strategisch zu spielenmir persönlich macht diese flipvariante mehr spass als die gewöhnliche unoversion für ältere kinder also ein tolles geschenk und für uns eltern eine tolle variante von unounser kleine tochter ist 8 jahre als und spielt es auch schon ganz ohne unterstützungein tolles geschenk auch für erwachsene spielfreundeeine super abwechslung zum normalen uno ideales geschenk,45,13,0,1,1,104,683,5.6,1.0,0.17,0.71
B07JKB2H59,5.0,ein tolles geschenk und spiel anfang sind die neuen karten etwas verwirrend besonders für die großeltern die dann doch lieber zu der einfacheren variante zurückgreifen aber für kinder ein sehr lustiges und fesselndes spielgute abwechslung zum normalen uno,18,5,0,0,1,38,255,5.7,1.0,0.0,0.0
B07JKB2H59,5.0,ihr denkt uno ist schon schlimm uno flip ist schlimmer macht aggressiv aber echt lustig der gruppe kann ewig dauern und ist sehr spannenduno getoppt,9,3,0,0,2,25,148,5.0,1.0,0.0,0.0
B07JKB2H59,5.0,freches spiel da man mit einer karte auf der hand noch immer durch einen change die runde verlieren kannist bei jeder feier und zusammensitzen ein muss um den abend cooler zu gestaltenkleiner freundeskiller,18,2,0,0,0,33,206,5.3,1.0,0.0,0.0
B07JKB2H59,5.0,das spiel ist wirklich lustig kann ich nur empfehlenlustiges spiel,5,1,0,0,0,10,66,5.7,1.0,0.0,0.0
B07JKB2H59,5.0,ich habe das spiel mit 3 weiteren erwachsenen gespielt die bedienungsanleitung war leicht zu verstehen und wir hatten super viel spaß kann das spiel nur empfehlentolles spiel,14,3,0,1,0,27,174,5.5,1.0,0.33,0.67
B07JKB2H59,5.0,es macht viel spaßneues lieblingsspiel der familie,3,1,0,0,0,7,50,6.3,1.0,0.0,0.0
B07JKB2H59,3.0,sehr enttäuscht sollte ein geschenk sein und kommt eingerissen bei mir anneuer artikel kommt beschädigt,7,2,0,0,0,15,103,5.9,0.0,0.0,0.0
B07JKB2H59,2.0,ich habe den artikel erhalten jedoch ist es leider keine deutsche version auch ist die verpackung nicht neu und sieht gebraucht aus habe es retourniert da ich es woanders mit deutscher version holekeine deutsche version,18,6,0,0,0,35,219,5.3,0.0,0.0,0.0
B07JKB2H59,3.0,finde das normale uno macht ein wenig mehr spaßokay,2,0,0,0,0,9,51,4.8,0.0,0.0,0.0
B07JKB2H59,3.0,die spielanleitung ist nicht auf deutsch wir mussten uns die anleitung im internet suchen die karten sind sehr dünn und ich zweifle eine lange haltbarkeit auch diese ewige verpackung aus pappe die irgendwann völlig zerfleddert ist da sollte sich der hersteller etwas einfallen lassen preis leistung ist also eine note 3 amazon sollte dem kunden mitteilen dass das es keine deutsche version isttolles spiel mit einem aber,36,12,0,0,0,67,420,5.3,0.0,0.0,0.0
B07JKB2H59,3.0,habe eine kyrillische version erhalten deutsche anleitung fehlanzeige da aber der produktbeschreibung von einer deutschen version gesprochen wurde war das sehr enttäuschend online gibt es leider verschiedene anleitungen somit ging das ganze zurück wenn möchte ich die korrekte anleitung des herstellers dazuspiel ist klasse gelieferte version nicht,18,8,0,0,0,47,348,6.4,0.0,0.0,0.0
B07JKB2H59,3.0,leider war keine deutsche anleitung dabeikeine deutsche anleitung,2,0,0,0,0,8,65,7.2,0.0,0.0,0.0
B07JKB2H59,3.0,das spiel sich ist megadie karten sind allerdings sehr dünn und knicken leichtes handelt sich um importware ohne deutsche anleitungleider nicht die deutsche version,11,3,0,0,0,24,164,5.9,0.0,0.0,0.0
B07JKB2H59,3.0,leider keine deutsche anleitunganleitung,1,1,0,0,0,4,40,9.2,0.0,0.0,0.0
B07JKB2H59,3.0,das ist ein super spiel habe es auf einer grillfeier bei freunden gespielt und jetzt nachgekauft leider habe ich entgegen der beschreibung eine version erhalten die weder eine deutsche noch englische anleitung enthält sondern slowakisch ungarisch polnisch tschechisch somit musste ich mir die englische anleitung herunterladen da ich auch auf die schnelle keine deutsche anleitung im internet finden konntenicht die deutsche version,30,12,0,0,0,62,432,6.0,0.0,0.33,0.67
B07JKB2H59,3.0,das richtige kartenspiel und von der qualität okay aber weder packung noch anleitung auch nur ein wort auf deutsch der beschreibung steht aber deutsche sprachversion ist halt betrug man muss selbst wissen wie man das spielt und verschenken ist halt dann nichts blödkeine deutsche version,23,6,0,0,0,45,287,5.4,0.0,0.5,0.5
B08XLRM91Z,5.0,mein patenkind hat sich riesig über dieses geschenk gefreut und hat sich gleich längere zeit damit beschäftigt selbst als er den sinn des spiels noch gar nicht kannte fand er es total witzig die mäuschen den öffnungen zu versenken das spiel wird sicherlich lange freude bereitenkurzweiliges spiel,23,5,0,0,0,47,296,5.3,1.0,0.0,0.75
B08XLRM91Z,5.0,es ist noch eingepackt da es ein nikolaus geschenk wird mein kind kennt es aus der kita und von einer freundin er ist total begeistert und wünscht es sich schon seit gut 1 jahr also bringt es der nikolaus dieses jahrtolles spiel die kinder lieben,24,5,0,1,0,45,246,4.5,1.0,0.3,0.82
B08XLRM91Z,5.0,das spiel macht meinen kindern großen spaß und auch ich finde es ganz lustig die mäuse und kater max sind schön gestaltet leider ist es ein bisschen schnell vorbei aber trotzdem hat es dank seiner robusten erscheinung und des spaßes 5 sternchen verdientschönes spiel,18,4,0,1,0,44,266,5.1,1.0,0.0,0.0
B08XLRM91Z,5.0,tolles spiel spaß für groß und kleintop,2,1,0,0,0,7,39,4.7,1.0,0.0,0.0
B08XLRM91Z,5.0,haben das spiel 6im 2 mal gekauft einfach süßein weihnachtsgeschenk,2,2,0,0,0,10,67,5.8,1.0,0.0,0.0
B08XLRM91Z,5.0,alles super läuft gut,1,1,0,0,0,4,21,4.5,1.0,0.33,0.67
B08XLRM91Z,5.0,wir spielen das spiel sehr oftmacht sehr viel spaß,5,1,0,0,0,9,50,4.7,1.0,0.0,0.0
B08XLRM91Z,5.0,meine tochter4 und ich spielen das spiel sehr gerne leicht zu lernen ein perfekter spieleabend ist damit garantiertschönes spiel,9,4,0,0,0,19,128,5.8,1.0,0.0,0.0
B08XLRM91Z,5.0,ein tolles spiel unseren kindern sehr viel spaß macht tolle qualität und spaß ist garantiertlustiges spiel für kinder,7,3,0,0,0,18,117,5.6,1.0,0.0,0.0
B08XLRM91Z,5.0,gefällt groß und kleinmacht spaß,1,0,0,0,0,5,32,5.6,1.0,0.0,0.0
B08XLRM91Z,3.0,super einfach zu erlernendes spiel preis leistungsverhältnis eindeutig zu teuer die spieldauer ist ziemlich kurzfür den spaß etwas zu teuer,7,4,0,0,0,20,139,6.0,0.0,0.33,0.67
B08XLRM91Z,3.0,sich ist das spiel ganz süß aber wir mussten paar mal die anleitung lesen um es kapieren irgendwie kompliziert mein sohn 5 spielt es meist mit eigenen regeln ansonsten ist es schnell zuende gespieltkomische spielregeln,13,7,0,0,0,35,218,5.3,0.0,0.0,0.0
B08XLRM91Z,3.0,ein sehr schönes leider aber auch sehr kurzweiliges spielschönes spiel,5,1,0,0,0,10,70,6.1,0.0,0.0,0.0
B084DH6CRC,5.0,super produkt schnelle lieferungsuper produkt,0,0,0,0,0,5,45,8.2,1.0,0.33,0.67
B084DH6CRC,5.0,haben es als erweiterung für das normale gravitrax benutzt haben kein basisset der proreihe funktioniert gut ein paar höhenbalkonsteine wären noch genialpreisleistung sehr gut,11,6,0,0,0,24,175,6.3,1.0,0.0,0.0
B084DH6CRC,5.0,able make big box already hadthe children enjoy muchwe enjoy build bigger project,0,1,0,0,0,13,81,5.3,1.0,0.26,0.44
B084DH6CRC,5.0,mein enkel spielt sehr gern mit gravitaxman kann viele verschiedene bahnen damit bauentolle erweiterung,5,2,0,0,0,14,103,6.4,1.0,0.0,0.0
B084DH6CRC,5.0,bin 13 jahre habe einen youtube kanal sams welt und schon gravitrax im wert von uvp ca 1600 bei diesem set im angebot für nur 20 sind aber sehr viel nützliche teile enthalten die dazu noch sehr günstig sind also ich kann es nur weiterempfehlentop preis leistung und super geeignet für jede altersklasse,28,5,0,1,1,53,302,4.7,1.0,0.33,0.67
B084DH6CRC,5.0,die ware wurde pünktlich gut verpackt und wie bestellt geliefert also alles bestensalles bestens,5,4,0,0,0,14,96,5.9,1.0,0.0,0.0
B084DH6CRC,5.0,uns fehlten immer steine um genug höhe zu bekommen durch die säulen hat man sozusagen immer gleich 7 steine und kann eine deutlich längere bahn bauengravitrax pro ist auch toll weil man auch den wänden entlang bauen kann die mit dabei sind es macht spaß die möglichkeiten von gravitrax weiter zu erforschenein kreatives spielzeug bei uns baut sowohl der 7jährige kleine einfache strecken wie auch die 11 jährige und ich als mama habe da auch viel freude bei und sitze oft einige stunden weil es soviel spaß macht und man seine kreativität ausleben kannwir sind total begeistertviele steine für wenig geld,48,13,0,2,0,101,604,5.0,1.0,0.0,0.75
B084DH6CRC,4.0,mein neffe war begeistertsuper,2,0,0,0,0,4,30,6.7,1.0,0.0,0.0
B084DH6CRC,5.0,wer seine kugelbahn ein bißchen die höhe bauen möchte ist hier richtig bedient anfang war ich etwas skeptisch weil die einzelnen elemente doch instabil erschinen aber nach dem alles verbaut war würde es deutlich standfesterschönes erweiterungsset,18,2,0,0,0,36,246,5.9,1.0,0.0,0.0
B084DH6CRC,5.0,die erweiterung ist mit 20 schon einer der erweiterungen die etwas mehr kosten aber man dafür bekommt ist das geld wert insgesamt 12 vertikale höhensteine entspricht der höhe von 84 grauen höhensteinen und dazu die verbindungswände mit den dazugehörigen balkonen die ebenfalls erlauben viele höhensteine einsparen zu können die erweiterung gehört zwar schon zum pro set der kugelbahn aber es lässt sich auch ohne probleme mit der normalen gravitrax bahn weiße kartons kombinierenkleiner umfang aber großer nutzen für die kugelbahn von ravensburger,36,13,0,2,0,82,547,5.7,1.0,0.0,0.0
B084DH6CRC,3.0,das zusammensetzen gestaltet sich schwierig da die teile nicht sehr passgenau sind wackeln sehr schnelle lieferungnicht passgenau,8,4,0,0,0,17,129,6.6,0.0,0.0,0.0
B084DH6CRC,3.0,extrem nerviger aufbau den man nur mit viel geduld bewerkstelligen kann mein sohn hat nach fünfzehn minuten entnervt aufgegeben jeder turm besteht aus sechs einzelteilen die man mit fingerspitzengefühl zusammenbauen kann dabei ist mein sohn wirklich geschicktfummelei,17,6,0,0,0,37,267,6.2,0.0,0.0,0.0
B084DH6CRC,2.0,thing product raises temper poorly designed certainly made children make way product tested children grown man 39 years old found incredibly difficult frustrating build construct intuitiveive told son circumstances must take apart rebuilding themgreat idea shocking design,1,8,0,1,2,37,272,6.4,0.0,-0.33,0.71
B084DH6CRC,2.0,schade bei uns war das vertical erweiterungsset schnell der eckees gab keine bauanleitungen die verbindung mit dem bestehenden gravitrax ist nicht selbsterklärendmeine beschenkte tochter hat sich mit ihren 9 jahren eher geärgert als gefreutder aufbau von bahnen ist komplex die stabilität ist eher wackelig und die verbindungen sind ziemlich fummelig ich kann den kauf als spielzeug für kinder nicht empfehleninteressant mit geringem spielwert,30,8,0,1,0,63,443,6.0,0.0,0.0,0.0
B084DH6CRC,3.0,warum nur drei sterne nichts gegen gravytrax aber wer hat sich das ausgedacht vor michvzu filigran und den höhen schlecht zu anderen ebenen passend jedenfalls nicht wie ich es gern hätte nutzen es trotzdem wenn auch nur die türme stützennaja kann man optimieren,23,9,0,0,0,43,261,5.1,0.0,0.0,0.0
B084DH6CRC,2.0,leider sind keine baupläne enthalten leider nicht alle bauteile des gravurtaxi pro startersets enthalten dass auch die online baupläne davon nicht verwendet werden könnenkeine baupläne,10,4,0,0,0,25,184,6.4,0.0,0.0,0.0
B084DH6CRC,1.0,hier muss ein spieleentwickler werk gewesen sein der keinen draht zu seinen kleinen nutzern hat im gegenteil regelrecht bösartig wird hier ein produkt suggeriert auf das sich alle freuen sollen das es ende aber nicht gibt der plan ist aber bei uns nicht aufgegangen geärgert haben wir uns nämlich nicht uns bleibt nur mitleid für diesen armen menschen passt zu weihnachten alles gutekundentäuschung wird zu mitleid,40,12,0,0,0,66,414,5.3,0.0,0.0,0.0
B084DH6CRC,2.0,leider liegt keine bauanleitung dabei dass mein 8jähriger sohn auch mal eine bahn nachbauen kann komischerweise fiel der preise auch zu um ca 25 innerhalb von 2 wochen bin sonst großer fan von der serie aber die erweiterung kann man sich sparensoll das ein witz sein,23,6,0,1,0,46,266,4.8,0.0,0.0,0.0
B084DH6CRC,2.0,tolle idee und tolles produkt es wird nur leider nicht mit gespieltfür lebendige kinder zu langweilig,7,3,0,0,0,16,101,5.4,0.0,0.0,0.0
B084DH6CRC,1.0,die einzelteile passen nicht zusammen bzw rasten nicht einkunststoff schrott,3,3,0,0,0,10,76,6.7,0.0,0.0,0.0
B06WWGG85P,5.0,zum gravitrax system braucht man nicht mehr viel schreiben meine tochter 6 hat sich das zum geburtstag gewünscht wir haben zwei von den startersets bestellt da es dann noch günstiger war als das große teile die nicht im kleinen set sind kann man wunderbar für wunschlisten nutzen geburtstag haben auch die erwachsenen sehr gerne damit gespielt der einzige nachteil ist das man immer zuwenig sachen da hat höhensteine zb kann man nie genügend haben ein tolles system perfekt für zukünftige geschenke da es viele viele erweiterungen gibt,45,18,0,0,0,87,535,5.2,1.0,0.0,0.0
B06WWGG85P,5.0,top geschenkgeile kugelbahn,0,0,0,0,0,3,27,8.3,1.0,0.5,0.5
B06WWGG85P,4.0,verarbeitung toplieferzeit topverpackung toptop,0,0,0,0,0,4,47,11.0,1.0,0.0,0.0
B06WWGG85P,5.0,es wird zu weihnachten verschenktmein kleiner hat es sich gewünscht ich denke es ist eine sehr bekannte kugelbahn und dazu gibt es nicht sehr viel zu sagendie lieferung erfolgte pünktlich und das paket kam unversehrt angeliefert wie bestellt,21,3,0,0,0,38,241,5.4,1.0,0.0,0.0
B06WWGG85P,5.0,das war als geschenk ein volltrefferspielspass,4,0,0,0,0,6,46,6.8,1.0,0.0,0.0
B06WWGG85P,5.0,keeps child focused makes happy end result good children experiment trial error learning process offers several possibilities construction depending ones imagination possibility expand additional features allows parents children play together teamfun children adults,0,6,0,0,0,33,266,7.1,1.0,0.4,0.4
B06WWGG85P,4.0,bei dem spielzeug kann man seiner kreativität freien lauf lassen macht großen spaß vor allem wenn das man gebaut hat noch funktioniertein kind das dann stolz auf sich ist wenns funktioniert ist unbezahlbarsuper qualität es fehlen nur unterbauklötze da sollte man sich eine erweiterung dazu kaufencooles kreativspiel,26,13,0,0,0,47,315,5.7,1.0,0.6,0.9
B06WWGG85P,4.0,gerne hätte ich 5 sterne für dieses produkt vergeben leider waren einige schienen zu kurz und nicht zu gebrauchen diese wurden der mitte auseinandergesägt und mit sekundenkleber auf ein 1cm grosses holzbrett hin mit 5mm abstandaufgeklebt und sind jetzt somit einsatzbereitspannendes projekt,20,4,0,1,0,42,290,5.9,1.0,0.0,0.0
B06WWGG85P,5.0,great gift 8 year old spent hours trying possibilities bought additional kitgravitrax,0,4,0,1,0,12,85,6.2,1.0,0.27,0.35
B06WWGG85P,3.0,das produkt sich ist sehr gut und ein interessantes spiel für kinder bei mir fehlten leider alle grünen teile dadurch war die nutzung sehr eingeschränktunvollständige lieferung,13,3,0,0,0,26,176,5.8,0.0,0.0,0.0
B06WWGG85P,2.0,der artikel wurde schnell geliefert aber der inhalt des gravitrax starter sets entspricht nicht der beschreibung es handelt sich hierbei leider nur um das einfache starter set plus gaußkanone versprochen wurde aber laut beschreibung fast der doppelte inhalt zb statt 40 hohenstein sollten 80 dabei sein und vieles mehr das ist sehr enttäuschendnicht der inhalt geliefert wie im angebot beschrieben,21,12,0,2,0,60,397,5.6,0.0,0.2,0.6
B06WWGG85P,1.0,jedem der sets befinden sich viel zu wenige graue höhensteine wir besitzen ein starter set und ein xxl set mit 40 bzw 80 beigepackten grauen höhensteinen fair wäre von ravensburger 80 graue steine das starterset zu packen und 140 das xxlset für eine richtige kugelbahn wie kinder sie intuitiv bauen wollen bräuchte man aber sicherlich 120 steine im starter und 200 graue hohensteine im xxl set kinder bauen ja gerne hoch und schnell und wollen natürlich alle teile verarbeiten vor allem für die transparenten ebenen benötigt man sehr viel steine aber durch die fehlenden höhensteine geht es ganz schnell gar nicht mehr um kugelbahnbauen als spielzweck sondern es geht ständig und überall darum höhensteine einzusparen das ist bewusst einkalkulierter kinderfrust der den verantwortlichen von ravensburger mit sicherheit völlig klar ist das ist schäbig und völlig daneben natürlich geht es darum weitere teile und sets zu verkaufen im prinzip ja auch nachvollziehbar ist aber wirklich jedem set sind viel zu wenig höhensteine daher für ein im prinzip sehr gelungenes konzept das richtig spaß machen könnte nur einen sterntipp wir behelfen uns mit rundhölzern aus dem baumarkt kurze und längere stücke sägen und obenunten eine höhenstein ankleben oder schraubenkinderfrust als geschäftsmodell völlig daneben,86,30,0,6,6,201,1304,5.5,0.0,0.7,0.9
B06WWGG85P,3.0,sich eine gute idee leider ist die qualität nicht die beste die pappunterlage hält nicht sehr lange dann stehen schon die ersten ecken weg auch sind die plastik elemente recht billig vergleichbar wie andere ravensburger spieleauch die fehlende aufteilung im karton ist nicht idealfazit es gibt bessere kugelbahnenwir haben von hape die quadrilla die ist perfekt einfach kein vergleich und definitiv zu teuerhabe mehr erwartet,30,12,0,0,0,65,425,5.6,0.0,0.0,0.0
B06WWGG85P,3.0,mein sohn 6 jahre findet es gut spielt jetzt nicht ununterbrochen damit aber hin und wieder steht es und wir bauen verschiedene bahnen sehr schnell stoßen wir allerdings unsere grenzen bzw die grenzen des machbaren allein weil die anzahl der teile nicht besonders hoch ist jedenfalls im verhältnis zum preis wäre dieses spielzeug insgesamt günstiger könnte man sich mehr erweiterungen etc zulegen ich würde sagen die materialkosten sind jetzt nicht besonders hoch dass es eigentlich möglich wäre es günstiger anzubieten und es dann auch eher gefragt wirdgutes konzept aber wenig teile pro set für viel geld,44,16,0,0,0,96,606,5.3,0.0,0.0,0.0
B06WWGG85P,3.0,eigentlich ne gute sache aber ich vermute die qualität oder das material wurden verändert kaum eine bahn funktioniert nach anleitung reibungslos ohne modifikationen trotz korrektem aufbau bleibt die kugel oft hängen gerade die weiche ist ein problem da sie extrem stoppt auch die grundplatten aus pappe werden bei benutzung nicht lange haltengrundsätzlich nicht schlecht aber diverse qualitätsmängel,22,7,0,0,0,57,399,6.0,0.0,0.0,0.0
B06WWGG85P,3.0,wir haben seit jahren die holzkugelbahn von hape mit klingen teile unsere kinder haben damit unzählige male gespielt jetzt sind die älter geworden 9 und 7 und ich habe gedacht gravitrax wäre etwas für uns ist aber nicht nach erste begeisterung es ist nicht mehr gespielt ich glaube es gibt einfach zu wenig möglichkeiten eigene konstruktionen zu bauen und gestalten meine kinder spielen jedenfalls wieder mit holzkugelbahnnicht viel spass,34,14,0,0,0,69,438,5.4,0.0,0.0,0.1
B06WWGG85P,2.0,wir haben unseren kindern zu weihnachten einige produkte aus der gravitrax reihe geschenkt und die freude war zu beginn doch recht hoch inzwischen ca 4 wochen später kommt man doch recht schnell seine grenzen hintergrund ist die fehlenden grauen und schwarzen höhensteine wovon deutlich zu wenige den packungen enthalten sind inzwischen haben wir 4 startersets kaufen müssen um zumindest ein paar mehr dieser steine zu haben nun haben wir aber viel zu viele weiße graue bahnen unzählige grundplatten ebene etc gerade wenn man die höhe bauen möchte sind aber die grauen steine ein muss selbst im gravitrax trax sind lediglich 16 höhensteine enthalten schade aktuell scheint es die höhensteine nicht einzeln oder großpackungen zu gebenviel zu wenige höhensteine,51,18,0,3,0,118,759,5.4,0.0,0.0,0.0
B06WWGG85P,3.0,wohl doch noch für ein 7 jährigen zu komplexbisschen komplex für kinder,6,1,0,1,0,12,71,5.0,0.0,0.0,0.0
B06WWGG85P,2.0,verschenkt es fehlen jedoch 4x basisstein 1x 3in1stein 2x 2in1stein 1x wirbel das ist sehr ärgerlich verkäuferamazon nicht kontaktierbar gestellte käuferfrage erscheint nicht nur rücksendung möglich unfassbarsonst alles iofehlende bauteile,8,14,0,0,0,30,239,7.0,0.0,0.0,0.0
B0886PQWY5,5.0,weihnachtsgeschenk für enkelin sehr gutesangebotsehr robust gute qualität und sehr gutes preisleistungsverhältnis,4,0,0,0,0,12,113,8.5,1.0,0.0,0.0
B0886PQWY5,5.0,bin zufrieden sehr robustsehr schön,2,0,0,0,0,5,35,6.2,1.0,0.0,0.0
B0886PQWY5,5.0,great quality feels sturdy son loves popup function nice surprise rex wheelchair actual wheels expecting moldedgreat quality,0,7,0,0,1,17,124,6.4,1.0,0.47,0.62
B0886PQWY5,5.0,meine tochter ist ein großer fan der paw patrol da durfte treck natürlich nicht fehlen das auto ist ziemlich großfür jeden paw patrol fan ein muss,11,2,0,0,1,26,146,4.7,1.0,0.0,0.0
B0886PQWY5,5.0,ist super kinder spielen gerne damitpaw patrol rubble mit fahrzeug,2,1,0,0,0,10,66,5.7,1.0,0.33,0.67
B0886PQWY5,5.0,war superhat sehr viel spaß gemacht,3,0,0,0,0,6,35,5.0,1.0,0.0,0.0
B0886PQWY5,4.0,die qualität und verarbeitung der bis jetzt von uns gekauften paw patrol spielzeuge war durchweg gut auch bei diesemunser sohn 4 ist wie viele dem alter ein riesen fan und hat er natürlich auch mit diesem spielzeug viel spasseinen stern abzug gibt es von mir weil der preis meine augen zu hoch istgewohnt gute qualität aber teuer,29,7,0,0,0,57,329,4.8,1.0,0.0,0.0
